room_num,40:a8:f0:6b:41:44,14:2d:27:37:99:60,74:3e:2b:3e:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:be:9c:d2,74:3e:2b:7c:d4:28,74:3e:2b:3d:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:bd:7e:18,74:3e:2b:bd:7e:12,74:3e:2b:be:9c:d8,74:3e:2b:3c:fb:78,74:3e:2b:7c:fb:78,74:3e:2b:bc:fb:72,74:3e:2b:3d:6d:48,74:3e:2b:7d:6d:48,74:3e:2b:bd:6d:42,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:3d:86:b8,74:3e:2b:3e:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:be:c7:18,74:3e:2b:be:c7:12,74:3e:2b:be:9d:68,66:eb:8c:0b:20:6e,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,fa:8f:ca:76:7d:4c,ec:8c:a2:f2:7a:b8,74:3e:2b:bc:fb:7c,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:7c:fb:7c,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:04:dc,74:3e:2b:7d:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:7e:9c:dc,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:be:9d:62,74:3e:2b:7e:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:bc:b6:8c,74:3e:2b:7c:b6:88,74:3e:2b:7d:86:b8,74:3e:2b:bc:d4:22,c8:3a:35:90:b2:11,32:cd:a7:fc:3b:2b,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,74:3e:2b:bc:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:bc:d2:d2,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,74:3e:2b:7d:04:d8,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,de:9f:db:91:0e:dd,2c:30:33:f8:b8:b9,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:3c:d4:28,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7c:d2:dc,74:3e:2b:3d:04:d8,74:3e:2b:bd:04:d2,b4:2a:0e:c7:0f:ae,74:3e:2b:bd:86:b2,fa:8f:ca:54:a2:6d,74:3e:2b:be:1f:e8,b8:ee:0e:d6:53:72,74:3e:2b:bd:6f:88,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,74:3e:2b:be:a3:32,74:3e:2b:3d:6f:88,74:3e:2b:bc:b6:82,78:29:ed:4c:b2:51,74:3e:2b:be:88:28,74:3e:2b:be:c7:58,74:3e:2b:bd:6f:82,74:3e:2b:7d:6f:88,74:3e:2b:3c:b6:88,10:86:8c:18:48:e8,58:20:b1:3c:74:1f,74:3e:2b:7c:d5:08,74:3e:2b:be:a3:38
3,22,22,108,108,108,42,38,54,80,54,104,40,42,0,52,42,52,0,52,34,62,62,52,60,70,30,82,90,82,68,58,30,34,32,0,0,30,56,56,64,56,56,62,62,108,108,110,0,0,34,52,52,50,54,32,32,30,110,48,46,46,46,58,58,56,38,38,66,66,66,0,26,0,40,0,40,44,40,0,0,42,38,40,44,46,0,24,26,22,0,0,0,0,40,28,46,0,0,46,0,32,0,0,0,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
3,22,22,108,108,108,42,38,54,80,54,104,40,44,42,54,42,54,0,52,34,62,62,52,60,68,30,82,88,82,66,58,30,32,32,32,32,30,56,56,66,54,56,62,64,0,0,0,0,0,0,50,52,52,52,32,30,32,108,50,46,46,46,58,58,56,38,38,66,66,66,16,26,0,40,0,40,44,40,0,0,42,38,40,44,46,0,0,0,22,0,0,0,0,40,28,46,0,0,46,0,32,0,24,0,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
3,50,22,108,108,108,44,38,54,80,54,104,40,44,42,54,42,54,0,52,34,62,62,52,60,68,30,84,88,82,68,58,0,0,0,0,0,0,56,56,62,56,56,64,62,108,108,108,32,34,34,50,50,50,52,32,30,32,108,46,46,46,46,58,58,56,38,38,66,66,66,0,26,0,40,0,40,44,40,0,0,42,38,40,44,46,0,24,24,22,0,22,24,0,40,28,28,0,0,46,0,32,0,24,0,24,0,0,0,0,0,24,22,0,0,0,0,0,22,0,0
3,50,22,108,108,108,44,38,0,80,54,104,40,44,42,54,42,54,0,52,34,62,62,52,60,70,30,84,88,82,56,58,30,32,34,34,34,30,56,58,62,58,56,62,62,0,0,0,0,0,0,52,50,52,52,30,30,32,110,46,46,44,46,58,58,56,40,38,66,64,64,0,26,0,40,0,40,44,40,0,0,42,38,40,44,46,0,0,0,22,0,0,0,0,40,28,28,0,0,46,0,32,0,24,0,22,0,0,0,0,0,24,0,0,0,0,0,0,22,0,0
3,50,22,108,108,108,42,38,0,80,54,102,36,44,42,54,42,54,34,52,34,62,62,66,62,70,30,82,92,82,44,58,28,32,34,32,32,0,56,56,66,56,56,62,62,108,108,108,36,36,0,50,50,50,52,30,32,30,108,44,44,42,44,58,58,56,40,40,66,64,64,0,24,30,40,0,40,44,40,22,0,0,38,40,44,46,0,26,24,22,0,24,24,22,42,28,28,0,0,46,0,32,0,24,0,22,0,0,0,0,0,24,0,0,0,0,0,0,22,0,0
3,50,0,108,108,108,42,38,0,80,54,106,36,44,42,54,42,54,34,52,34,62,62,66,62,68,30,80,86,82,44,58,32,32,34,32,34,34,56,56,62,58,58,62,62,0,0,0,32,0,0,52,54,52,54,32,30,30,108,46,44,46,46,58,58,56,38,38,66,54,54,0,24,30,40,0,40,44,40,0,0,0,38,40,44,46,0,0,0,22,0,0,0,0,42,28,28,0,0,46,0,32,0,24,0,22,0,0,0,20,0,24,0,0,0,0,0,0,22,0,0
3,50,0,108,108,108,42,54,52,50,52,106,38,40,42,54,42,54,34,52,34,60,58,62,60,68,32,82,86,82,40,58,30,36,30,32,32,30,56,58,62,56,56,0,0,108,108,108,32,32,32,54,52,52,54,30,30,44,108,48,46,46,46,58,58,56,38,38,66,54,54,0,24,30,40,0,40,44,40,22,0,0,38,40,34,26,0,0,0,22,0,0,0,0,42,28,28,0,0,46,0,32,0,24,0,22,0,0,0,20,0,24,0,0,0,0,0,0,22,0,0
3,50,0,110,110,110,42,54,52,52,52,108,38,40,42,54,42,54,34,52,34,60,58,64,60,68,32,80,86,80,38,58,30,0,0,0,0,0,58,56,62,56,58,62,62,108,108,108,32,0,0,52,54,52,52,28,30,30,108,48,48,46,46,58,58,56,38,38,66,54,54,0,24,30,40,0,40,44,40,0,0,0,56,50,34,26,0,24,26,22,0,0,0,0,42,28,28,0,0,46,0,32,0,24,0,22,30,0,24,20,0,24,0,0,0,0,0,0,22,0,0
3,48,0,110,110,110,42,54,52,52,52,108,38,40,42,52,60,54,34,52,34,60,58,64,60,68,26,80,88,82,32,58,30,32,32,30,32,30,56,58,62,58,56,62,62,0,0,0,32,32,32,52,52,52,52,30,30,30,108,46,50,46,46,58,58,58,38,38,66,54,54,0,24,30,40,0,42,44,40,0,0,0,56,50,24,26,0,0,0,22,0,0,0,0,42,28,28,0,0,46,0,32,0,24,0,22,30,0,24,20,0,22,0,0,0,0,0,0,22,0,0
3,48,0,108,108,110,42,54,52,52,52,106,38,40,42,52,60,54,34,52,0,60,58,60,60,68,26,80,88,80,32,58,0,0,0,0,0,0,58,58,62,56,58,62,62,108,108,108,0,0,0,52,54,54,52,30,30,30,108,44,48,46,46,58,58,58,38,0,52,52,52,0,24,30,40,0,42,44,40,0,0,0,56,50,24,26,0,24,26,22,0,0,0,0,42,28,28,0,0,0,0,32,0,24,0,22,30,0,24,20,0,22,0,0,0,0,0,0,22,0,0
3,48,0,108,108,110,42,54,52,52,52,102,38,40,42,54,60,54,34,52,0,60,58,60,60,68,30,82,86,82,66,58,30,34,32,34,32,0,56,58,62,58,58,62,62,0,0,0,0,0,0,52,54,52,52,30,30,30,108,48,48,46,46,58,58,58,38,38,52,52,52,16,24,30,40,0,42,44,40,0,0,0,56,50,24,26,0,0,0,22,0,0,0,0,42,28,28,0,0,0,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,22,0,0
3,48,0,108,108,110,42,54,52,52,52,104,38,42,42,54,60,54,34,52,0,60,58,60,60,68,30,82,88,82,64,58,0,0,0,0,0,0,58,0,62,58,58,62,62,106,106,108,32,32,32,52,52,52,54,28,30,30,108,46,46,48,46,58,58,58,0,0,52,52,52,0,26,30,40,0,42,42,40,0,0,0,56,50,24,26,0,24,26,22,0,24,24,24,40,28,28,0,0,0,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,0,0,0
3,48,24,110,110,110,42,54,52,52,52,106,38,42,42,54,60,54,34,52,0,62,62,66,62,64,30,80,86,80,66,58,28,30,0,0,0,30,56,56,62,56,56,62,62,0,0,0,0,0,0,50,52,52,50,30,30,30,108,52,50,48,46,58,58,58,34,34,62,64,64,0,26,30,40,0,42,42,40,0,0,0,56,50,24,26,38,0,0,22,0,0,0,0,40,28,28,0,0,44,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,0,0,0
3,48,24,110,110,110,40,54,52,52,52,106,38,60,42,54,60,54,34,52,0,58,58,54,58,64,30,78,84,78,64,54,0,32,28,30,30,0,56,56,62,56,56,62,62,108,108,108,34,32,32,54,52,54,54,30,30,30,108,46,44,46,40,56,56,56,38,36,62,64,64,0,26,30,40,0,42,42,40,22,20,0,56,50,24,42,38,0,0,0,0,0,0,0,40,28,28,22,0,44,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,40,54,52,52,52,106,38,60,42,54,60,54,34,46,0,58,58,54,58,64,30,80,84,80,66,54,0,0,0,0,0,0,58,58,62,56,58,62,62,0,0,0,0,0,0,52,50,52,54,30,30,30,110,48,46,46,46,56,56,56,36,36,62,64,64,0,26,30,40,0,42,42,0,0,0,48,54,48,24,42,38,0,24,0,0,0,0,0,40,28,28,0,0,44,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,40,54,52,52,54,102,38,60,42,54,60,54,34,46,0,58,58,54,58,64,28,80,84,80,66,54,0,30,30,32,0,30,56,56,64,56,56,64,64,0,0,0,32,32,32,52,54,52,54,0,0,0,110,46,50,48,46,56,44,46,0,0,62,64,64,0,26,30,40,0,42,42,0,0,0,48,54,48,24,42,38,0,0,0,0,0,0,0,40,28,28,0,0,44,0,32,0,26,0,22,30,0,24,20,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,42,54,52,52,54,104,38,60,42,54,60,54,34,52,0,58,58,54,58,64,28,80,84,80,42,52,0,0,0,0,0,0,56,56,62,56,56,62,62,108,108,110,32,32,0,52,52,52,54,30,30,30,110,46,48,48,48,56,44,46,36,36,62,64,64,0,26,30,40,0,42,42,24,0,0,48,54,48,24,42,38,26,24,0,0,26,24,24,48,28,28,0,0,44,0,0,0,26,0,22,30,0,24,20,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,108,42,54,52,52,54,104,38,60,0,54,60,54,34,52,0,62,62,66,62,64,28,80,86,80,42,52,30,32,0,0,0,30,56,56,62,56,56,62,62,0,0,0,0,0,0,52,54,54,52,30,30,28,108,46,46,48,46,56,44,46,36,38,62,64,64,0,26,30,40,0,42,42,24,0,0,48,54,48,24,42,38,0,0,0,0,0,0,0,48,28,28,0,0,44,0,0,0,26,0,22,30,0,24,20,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,108,42,58,54,48,54,34,38,42,0,54,60,54,34,52,0,62,62,54,62,64,28,80,86,80,42,54,30,32,0,0,0,0,56,56,62,56,56,62,62,106,108,108,32,32,0,52,52,52,50,30,30,30,108,48,48,46,46,56,56,56,38,38,62,64,64,0,26,30,40,0,42,42,24,20,22,48,54,48,24,42,38,0,0,0,0,0,0,0,48,0,0,20,0,44,0,0,0,26,0,22,30,0,24,20,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,40,58,54,48,54,104,38,42,0,54,60,54,34,56,0,62,62,54,62,60,28,82,88,82,40,54,32,30,0,0,0,30,56,56,62,56,56,62,62,0,0,0,0,0,0,52,52,52,52,30,28,30,108,46,48,46,48,56,56,56,36,36,64,64,66,0,26,30,40,0,42,42,24,0,0,48,54,48,52,46,38,24,24,0,0,0,0,0,48,0,0,0,0,44,0,0,0,26,24,0,30,0,24,20,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,40,58,54,48,54,102,38,42,0,52,40,52,0,56,0,62,62,54,62,60,28,82,88,82,42,54,28,32,32,30,30,30,56,56,64,56,56,64,64,0,0,0,36,0,0,54,54,54,54,30,30,30,106,50,48,46,46,56,56,56,38,36,64,64,66,24,26,0,40,0,42,42,24,0,0,48,54,48,52,46,38,0,0,0,0,0,0,0,48,0,0,0,0,44,0,0,0,26,24,0,30,0,24,20,0,22,0,0,0,0,28,0,0,0,0
3,52,24,108,108,106,42,58,54,48,54,106,38,42,0,52,40,52,0,56,0,60,60,54,62,60,28,82,86,80,42,54,0,0,0,0,0,0,56,56,62,56,56,62,62,106,106,106,34,34,34,54,52,54,54,30,32,30,106,48,50,48,48,56,56,56,36,38,64,64,66,0,26,0,40,0,42,42,24,0,0,48,54,48,52,46,38,24,0,0,0,24,24,24,40,0,0,0,0,44,0,0,0,26,24,0,30,0,24,0,0,22,0,0,0,0,28,0,0,0,0
3,52,24,108,108,106,42,58,54,48,54,96,38,44,0,54,40,52,0,56,0,60,60,54,62,60,28,82,86,80,66,54,30,32,32,32,32,28,56,56,68,58,58,62,62,0,0,0,0,0,0,54,52,52,52,30,30,30,108,48,48,46,46,56,56,56,38,38,64,64,66,16,26,0,40,0,38,42,24,0,0,48,54,48,52,46,38,0,0,0,0,0,0,0,40,0,0,0,0,44,0,0,0,26,24,0,30,0,24,0,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,42,58,54,48,54,104,38,44,0,52,46,56,0,56,0,60,60,62,62,60,28,82,86,80,64,54,0,0,0,0,0,0,56,0,64,56,58,62,62,106,106,106,0,0,0,54,54,54,54,32,32,32,106,46,46,46,46,56,56,56,38,38,64,64,56,0,26,0,40,0,38,42,24,0,0,48,54,48,52,46,38,0,26,0,0,0,0,0,40,0,0,0,0,44,0,0,0,26,24,0,0,0,0,0,0,22,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,44,58,54,48,54,104,38,54,0,52,60,56,0,56,0,58,60,62,58,60,28,80,86,80,66,54,0,32,30,30,30,0,56,58,62,58,58,62,62,106,106,106,34,34,0,54,52,52,54,30,30,32,106,48,48,48,46,56,56,56,0,0,64,64,56,0,26,0,40,0,38,42,24,22,0,48,54,48,52,46,38,0,24,0,0,24,26,24,40,0,0,0,0,44,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,44,58,54,48,54,56,38,54,0,52,60,56,0,56,0,58,60,62,58,60,28,80,86,80,66,54,32,32,0,0,0,30,58,58,62,58,58,62,62,0,0,0,34,0,0,50,52,52,52,30,30,30,108,48,48,48,46,56,56,56,38,38,64,64,56,0,26,0,40,0,38,42,24,0,0,48,54,48,52,46,38,0,0,0,0,0,0,0,40,0,0,0,0,44,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,48,24,108,108,106,44,52,52,50,52,56,38,56,0,52,60,56,0,56,0,58,60,62,58,60,28,80,84,80,66,50,0,30,34,32,34,0,58,58,62,58,58,62,62,106,106,106,34,34,34,50,52,50,50,28,30,30,108,46,46,46,44,56,56,56,38,36,64,64,56,0,26,0,40,0,38,42,24,22,0,48,54,48,52,46,38,0,0,0,0,22,24,22,40,0,0,24,0,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,24,108,108,108,44,52,52,50,52,104,38,56,0,52,60,56,0,56,0,58,60,62,58,48,28,80,84,80,66,50,0,30,32,0,0,0,56,56,64,56,56,62,62,0,0,0,32,0,0,52,50,50,52,30,30,32,108,44,46,46,46,56,56,56,38,38,54,56,52,0,0,0,40,0,38,0,24,0,0,48,54,48,52,46,38,24,24,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,0,108,108,108,44,52,52,50,52,104,38,56,0,52,60,56,0,56,0,60,60,62,60,48,34,82,86,82,42,36,30,32,32,30,30,0,56,56,62,56,56,62,62,0,0,0,32,32,34,52,52,52,54,0,0,0,110,46,46,48,46,56,56,56,38,38,54,56,52,0,0,0,40,0,38,0,24,0,0,48,54,48,52,46,38,0,0,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,0,106,106,106,44,52,52,50,52,104,0,42,0,54,60,52,0,56,0,60,60,60,60,48,32,82,82,80,42,36,30,0,0,0,0,30,56,56,62,56,56,62,62,108,108,110,0,0,0,52,52,52,52,30,30,30,110,46,46,46,46,56,56,56,38,36,54,56,52,0,0,0,40,0,38,0,24,0,0,50,54,40,52,46,38,26,24,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,0,106,106,106,44,52,52,50,52,104,0,42,0,52,60,52,0,56,0,60,60,60,60,48,30,82,82,80,42,50,30,32,0,0,0,30,56,56,64,56,56,64,64,0,0,0,32,32,0,54,52,54,54,30,32,34,110,48,46,46,46,56,56,44,38,36,54,56,52,0,0,0,40,0,38,0,24,0,0,50,54,40,28,28,38,0,0,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,22,106,106,106,44,52,52,50,52,104,0,42,0,52,58,52,0,52,0,60,60,60,60,48,30,82,88,80,42,50,0,30,32,0,0,0,56,56,64,56,56,62,64,108,108,108,32,32,0,50,52,52,54,30,28,30,108,48,48,48,46,56,56,44,38,36,54,56,52,0,26,0,40,0,38,26,28,0,0,50,54,40,28,28,38,24,0,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
3,52,22,106,106,106,44,52,52,50,52,104,0,42,0,52,58,52,0,52,0,60,60,54,60,46,32,82,86,82,42,50,30,32,30,30,32,30,56,56,68,56,56,64,64,0,0,0,0,0,0,48,48,50,50,30,30,30,108,48,48,48,48,56,56,44,38,38,54,56,52,16,26,0,40,0,38,26,28,0,0,50,54,40,28,28,38,0,0,0,0,0,0,0,40,0,0,0,38,44,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,22,106,106,106,44,52,52,50,52,104,0,42,0,52,60,52,0,52,0,60,60,54,60,46,32,78,88,78,64,50,0,0,0,0,0,0,56,56,68,56,56,64,62,106,106,108,34,34,34,52,52,52,52,28,30,32,108,48,46,46,46,56,56,44,38,38,54,56,52,0,26,0,40,0,38,26,28,18,20,50,54,40,28,28,0,0,24,0,0,24,24,22,40,0,0,20,38,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,22,106,106,106,44,52,52,50,52,104,0,42,0,52,60,52,0,52,0,60,60,66,60,48,32,82,90,82,66,50,30,0,0,0,0,30,56,56,64,56,56,62,64,0,0,0,34,34,34,50,50,0,52,30,30,30,108,46,46,46,46,0,0,44,38,38,54,56,52,0,26,0,40,0,38,26,28,0,0,50,54,40,28,28,0,0,0,0,0,0,0,0,40,0,0,0,38,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,22,106,106,106,42,52,52,50,52,104,0,42,0,52,58,52,34,52,0,60,58,62,60,48,34,80,86,80,64,50,30,30,0,0,0,30,56,56,64,56,58,64,62,106,106,108,34,34,34,52,52,52,52,0,0,0,108,48,50,46,46,0,0,44,36,36,54,56,52,0,26,0,40,0,38,26,28,0,0,50,54,40,28,28,0,24,0,0,0,24,24,22,42,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
3,50,24,106,106,106,42,52,52,50,52,106,0,42,0,52,58,52,34,52,0,60,58,62,60,60,36,82,88,80,44,50,30,32,32,0,0,28,56,56,64,56,56,62,62,0,0,0,0,0,0,52,54,52,54,32,30,30,108,44,46,42,42,0,0,44,38,38,54,56,52,0,26,0,40,0,38,26,28,0,0,50,54,40,28,28,0,0,0,0,0,0,0,0,42,0,0,0,38,0,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
3,50,24,106,106,106,42,56,54,50,54,102,0,42,0,52,58,52,36,52,0,56,58,62,56,60,36,82,88,80,44,50,30,34,32,32,32,0,56,56,62,56,56,62,62,106,108,108,34,34,34,56,54,54,54,30,30,32,108,48,48,48,48,0,0,44,36,38,54,56,52,0,26,0,40,0,32,26,28,20,0,50,54,40,28,28,0,0,0,0,0,0,0,0,42,0,0,24,38,0,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
3,50,24,108,110,108,42,56,54,50,54,108,0,42,0,52,58,52,36,52,34,56,58,56,56,60,32,80,86,80,40,50,0,32,0,0,0,0,56,56,0,58,56,0,0,108,108,110,0,0,0,56,54,54,54,32,30,30,110,46,46,42,38,0,0,44,36,36,54,64,52,0,26,0,40,0,32,30,28,0,0,50,54,40,28,28,0,24,0,0,0,0,0,0,42,0,34,0,38,0,0,0,0,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,40,24,108,110,108,42,56,54,50,54,106,0,42,0,52,58,54,36,52,34,56,58,64,56,54,32,82,86,82,40,62,28,32,32,32,34,30,56,56,66,56,56,62,62,0,0,0,0,0,0,54,54,54,54,32,32,32,108,48,48,46,44,60,60,60,38,40,54,64,52,18,26,0,40,0,32,30,28,0,0,50,54,40,28,28,0,0,0,0,0,0,0,0,42,0,34,0,38,0,0,0,0,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,52,24,108,110,108,42,56,54,50,54,108,0,42,0,52,58,54,36,52,34,56,58,52,56,54,32,82,86,82,40,62,28,34,32,34,32,0,56,56,64,54,54,62,64,108,108,108,32,32,34,52,52,52,52,32,30,32,108,46,48,44,46,60,60,60,38,38,54,64,52,0,28,0,40,0,32,28,28,0,0,50,54,40,28,28,0,0,0,0,0,0,0,0,42,28,32,0,38,0,0,0,0,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,50,24,108,110,108,42,56,54,72,54,60,0,42,0,52,60,54,36,52,34,56,58,62,56,54,32,82,86,82,40,62,30,34,32,32,34,30,56,56,66,56,56,62,62,0,0,0,0,0,0,54,54,54,54,30,32,30,108,48,48,48,46,60,60,60,38,38,54,64,52,16,28,0,40,0,32,28,28,0,0,50,54,40,28,28,0,0,0,0,0,0,0,0,42,28,32,0,38,0,0,0,22,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,50,24,108,110,108,42,56,54,72,54,60,0,42,0,52,58,54,40,54,34,62,62,62,56,54,32,82,88,82,40,62,28,0,32,0,32,0,56,0,66,56,56,62,62,108,108,108,0,32,32,54,54,54,54,50,30,30,108,46,44,46,44,60,60,60,36,38,54,64,52,0,28,0,44,0,32,32,30,0,0,50,54,40,28,28,0,0,0,0,0,22,22,22,42,28,32,0,38,0,0,0,22,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,42,56,54,72,54,106,0,42,0,52,58,54,40,54,34,58,62,62,56,60,34,82,88,82,64,62,30,32,0,0,0,34,56,56,62,56,56,62,62,0,0,0,36,0,0,54,54,56,54,30,32,30,108,46,50,46,46,60,60,60,36,38,66,64,0,0,28,0,44,0,32,32,30,0,0,50,54,40,28,28,30,0,0,0,0,0,0,0,42,28,32,0,36,36,0,0,22,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,108,108,42,56,54,72,52,106,0,42,52,52,58,54,40,54,34,56,56,62,56,60,34,82,90,82,64,62,0,32,32,32,32,0,56,56,62,56,56,62,62,106,106,106,34,34,36,52,54,54,52,32,32,30,106,48,48,48,48,60,60,60,38,38,66,64,0,22,28,0,44,0,32,32,30,20,0,50,54,40,30,28,30,0,0,0,0,0,0,0,42,28,32,22,36,36,0,0,22,0,0,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,48,24,108,104,108,42,56,54,72,52,108,0,42,52,52,58,54,40,54,34,56,56,64,56,48,34,82,86,82,64,62,30,34,0,0,0,30,56,56,64,56,56,62,62,0,0,0,34,0,0,54,54,54,52,32,32,32,108,46,44,46,44,60,60,60,36,38,56,64,0,0,28,0,44,22,32,32,30,0,0,50,54,50,30,28,30,0,0,0,0,0,0,0,42,28,32,0,34,36,0,0,22,0,20,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,36,24,108,104,108,42,56,54,72,52,104,0,42,42,52,58,54,40,54,34,56,56,64,56,48,34,80,88,82,64,62,32,34,32,32,32,30,56,56,62,56,56,62,62,108,108,108,34,34,34,54,54,54,54,30,30,30,108,46,46,48,46,60,60,60,38,38,56,64,0,0,28,0,44,22,32,32,30,22,22,50,54,50,42,28,30,0,0,0,0,0,0,0,42,28,32,22,34,36,0,0,22,0,20,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,36,24,108,104,108,42,56,54,72,52,104,0,42,42,52,58,54,40,54,36,56,56,64,56,48,34,80,88,82,64,62,0,32,32,0,0,0,56,56,66,56,56,62,62,106,106,106,34,0,0,52,54,54,52,30,30,32,108,48,48,46,46,60,60,60,38,36,56,64,0,0,28,36,44,22,32,30,30,0,0,50,54,50,42,28,30,24,24,0,0,0,0,0,42,28,32,0,34,36,0,34,22,0,20,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
3,36,24,108,104,108,42,56,54,48,52,104,0,42,42,50,58,50,40,54,36,56,56,64,56,48,34,84,92,80,64,46,30,32,32,32,0,30,56,56,66,56,56,62,62,0,0,0,0,0,0,54,54,54,54,28,28,30,108,46,48,46,46,48,48,60,38,36,56,64,0,24,28,36,44,22,32,30,30,0,0,50,54,50,42,28,30,0,0,0,0,0,0,0,42,28,32,0,34,36,0,34,22,26,20,20,0,26,0,0,0,22,0,0,0,0,0,0,0,0,0
